Номер варианта;ID;INCOME_BASE_TYPE;CREDIT_PURPOSE;INSURANCE_FLAG;DTI;SEX;FULL_AGE_CHILD_NUMBER;DEPENDANT_NUMBER;EDUCATION;EMPL_TYPE;EMPL_SIZE;BANKACCOUNT_FLAG;Period_at_work;age;EMPL_PROPERTY;EMPL_FORM;FAMILY_STATUS;max90days;max60days;max30days;max21days;max14days;avg_num_delay;if_zalog;num_AccountActive180;num_AccountActive90;num_AccountActive60;Active_to_All_prc;numAccountActiveAll;numAccountClosed;sum_of_paym_months;all_credits;Active_not_cc;own_closed;min_MnthAfterLoan;max_MnthAfterLoan;dlq_exist;thirty_in_a_year;sixty_in_a_year;ninety_in_a_year;thirty_vintage;sixty_vintage;ninety_vintage
14;1162814;Форма банка (без печати работодателя);Ремонт;0;0.22;мужской;0;0;*n.a.*;менеджер среднего звена;>250;0;168;39;Производство;;;;;;;;;;;;;;;;;;;;;;;;;;;;
14;1162834;Свободная форма с печатью работодателя;Покупка автомобиля;1;0.44;мужской;0;0;высшее;вспомогательный персонал;< 50;0;40;28;Транспорт;;;;;;;;;;;;;;;;;;;;;;;;;;;;
14;1162854;Поступление зарплаты на счет;Покупка недвижимости/ строительство;0;0.24;женский;0;0;высшее;специалист;>250;0;85;29;Финансы;;;;;;;;;;;;;;;;;;;;;;;;;;;;
14;1162874;Форма банка (без печати работодателя);Ремонт;1;0.54;мужской;0;0;высшее;специалист;>250;0;205;56;Другое;Иная форма;женат / замужем;0;0;0;0;0;0;1;0;0;0;0.2;1;4;34;5;1;1;9;71;0;0;0;0;0;0;0
14;1162894;2НДФЛ;Ремонт;0;0.57;женский;0;0;Высшее/Второе высшее/Ученая степень;специалист;>=100;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
14;1162914;Свободная форма с печатью работодателя;Покупка автомобиля;1;0.24;мужской;2;0;среднее-специальное;менеджер среднего звена;>250;3;43;29;Производство;;;;;;;;;;;;;;;;;;;;;;;;;;;;
14;1162934;Форма банка (без печати работодателя);Ремонт;1;0.43;мужской;3;0;Высшее/Второе высшее/Ученая степень;менеджер среднего звена;< 50;0;57;33;Торговля;ООО;женат / замужем;5;5;4;1;1;0.0189873418;1;1;1;1;0.2;3;12;155;15;1;4;0;109;1;1;0;0;1;0;0
14;1162954;2НДФЛ;Ремонт;1;0.46;мужской;1;0;незаконченное высшее;рабочий;>250;0;108;31;Производство;;;;;;;;;;;;;;;;;;;;;;;;;;;;
14;1162974;2НДФЛ;Покупка земли;1;0.54;мужской;0;0;среднее-специальное;рабочий;>=100;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
14;1162994;Форма банка (без печати работодателя);Покупка автомобиля;1;0.23;мужской;0;0;высшее;специалист;>100;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
14;1163014;2НДФЛ;Отпуск;0;0.27;женский;1;0;высшее;специалист;>250;3;7;30;Финансы;;;;;;;;;;;;;;;;;;;;;;;;;;;;
14;1163034;Форма банка (без печати работодателя);Покупка автомобиля;1;0.55;мужской;0;0;среднее-специальное;специалист;>250;0;6;49;Другое;ЗАО;женат / замужем;0;0;0;0;0;0;0;0;0;0;0.6;3;2;57;5;2;1;6;70;0;0;0;0;0;0;0
14;1163054;2НДФЛ;Покупка автомобиля;1;0.44;мужской;0;0;высшее;специалист;< 50;0;38;32;Другое;ООО;женат / замужем;2;1;1;1;1;0.0126582278;1;0;0;0;0.2857142857;2;5;78;7;2;1;6;86;1;1;1;1;0;0;0
14;1163074;Свободная форма с печатью работодателя;Ремонт;1;0.49;мужской;0;0;высшее;вспомогательный персонал;>250;0;11;37;Торговля;ООО;холост / не замужем;0;0;0;0;0;0.0085470085;0;0;0;0;0.25;1;3;116;4;0;0;26;78;1;0;0;0;0;0;0
14;1163094;Поступление зарплаты на счет;Покупка автомобиля;0;0.46;мужской;0;0;Высшее/Второе высшее/Ученая степень;специалист;>250;0;42;28;Другое;ОАО;женат / замужем;4;4;4;4;3;0.0304878049;0;0;0;0;0.1428571429;1;6;159;7;0;1;42;64;1;0;0;0;0;0;0
14;1163114;2НДФЛ;Покупка автомобиля;0;0.35;мужской;0;0;высшее;специалист;>250;0;8;30;Информационные технологии;ООО;холост / не замужем;2;2;2;1;1;0;0;0;0;0;1;2;0;29;2;0;0;8;19;0;0;0;0;0;0;0
14;1163134;Форма банка (без печати работодателя);Ремонт;1;0.34;женский;0;0;Высшее/Второе высшее/Ученая степень;менеджер высшего звена;< 50;0;47;35;Торговля;ООО;гражданский брак;5;3;0;0;0;0.0754716981;1;2;2;2;0.5;5;5;98;10;3;1;1;81;1;0;0;0;0;0;0
14;1163154;Свободная форма с печатью работодателя;Покупка недвижимости/ строительство;0;0.29;женский;0;0;среднее-специальное;вспомогательный персонал;< 50;0;132;47;Торговля;Индивидуальный предприниматель;женат / замужем;1;1;1;1;1;0;0;0;0;0;0;0;5;30;5;0;0;10;96;0;0;0;0;0;0;0
14;1163174;Поступление зарплаты на счет;Ремонт;1;0.45;женский;0;0;высшее;специалист;>250;0;11;25;Производство;;;;;;;;;;;;;;;;;;;;;;;;;;;;
14;1163194;Форма банка (без печати работодателя);Покупка автомобиля;1;0.38;женский;1;0;высшее;менеджер среднего звена;>250;0;39;30;Торговля;ООО;женат / замужем;2;1;1;1;1;0.1904761905;0;0;0;0;0.625;5;3;102;8;1;1;7;39;1;1;0;0;0;0;0
14;1163214;Форма банка (без печати работодателя);Ремонт;0;0.2;мужской;2;0;высшее;специалист;>=50;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
14;1163234;Форма банка (без печати работодателя);Ремонт;1;0.45;мужской;0;0;среднее-специальное;рабочий;>250;0;55;57;Другое;ОАО;разведен / разведена;0;0;0;0;0;0.0597014925;0;0;0;0;0.6;3;2;63;5;2;0;6;102;1;0;0;0;0;0;0
14;1163254;2НДФЛ;Ремонт;1;0.49;мужской;2;0;Высшее/Второе высшее/Ученая степень;специалист;< 50;0;38;34;Торговля;ООО;женат / замужем;2;2;2;2;2;0;1;0;0;0;0.75;3;1;57;4;2;0;17;77;0;0;0;0;0;0;0
14;1163274;2НДФЛ;Покупка автомобиля;0;0.2;мужской;1;0;высшее;рабочий;>250;0;15;28;Производство;;;;;;;;;;;;;;;;;;;;;;;;;;;;
14;1163294;2НДФЛ;Ремонт;0;0.27;мужской;0;0;высшее;специалист;>250;0;23;28;Государственная служба;;;;;;;;;;;;;;;;;;;;;;;;;;;;
14;1163314;Поступление зарплаты на счет;Ремонт;0;0.43;женский;0;0;*n.a.*;вспомогательный персонал;>=200;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
14;1163334;2НДФЛ;Ремонт;0;0.33;женский;1;0;второе высшее;специалист;>250;0;89;30;Наука;;;;;;;;;;;;;;;;;;;;;;;;;;;;
14;1163354;Форма банка (без печати работодателя);Ремонт;1;0.45;женский;2;0;высшее;менеджер среднего звена;>250;0;47;38;Другое;ООО;женат / замужем;2;1;1;1;1;0.0541310541;1;1;0;0;0.380952381;8;13;332;21;3;0;5;100;1;1;0;0;0;0;0
14;1163374;2НДФЛ;Покупка автомобиля;0;0.24;женский;0;0;высшее;менеджер среднего звена;>=150;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
14;1163394;Форма банка (без печати работодателя);Обучение;1;0.24;мужской;2;0;второе высшее;специалист;>=50;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
14;1163414;Поступление зарплаты на счет;Покупка автомобиля;1;0.49;мужской;0;0;среднее;вспомогательный персонал;>=200;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
14;1163434;Форма банка (без печати работодателя);Ремонт;1;0.29;мужской;0;0;Высшее/Второе высшее/Ученая степень;специалист;>250;0;202;57;Государственная служба;;;;;;;;;;;;;;;;;;;;;;;;;;;;
14;1163454;Поступление зарплаты на счет;Покупка автомобиля;1;0.37;мужской;0;0;высшее;менеджер по продажам;>=50;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
14;1163474;Свободная форма с печатью работодателя;Ремонт;1;0.49;женский;1;0;Высшее/Второе высшее/Ученая степень;вспомогательный персонал;< 50;0;49;42;Торговля;ООО;женат / замужем;1;1;1;1;1;0.1875;0;0;0;0;0.6666666667;2;1;39;3;1;0;14;53;1;0;0;0;0;0;0
14;1163494;Поступление зарплаты на счет;Обучение;1;0.33;женский;1;0;высшее;вспомогательный персонал;>250;3;23;51;Другое;ООО;холост / не замужем;2;1;0;0;0;0.025;0;0;0;0;0.4;2;3;39;5;1;0;9;42;1;0;0;0;0;0;0
14;1163514;2НДФЛ;Ремонт;1;0.26;мужской;0;0;Высшее/Второе высшее/Ученая степень;рабочий;>=50;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
14;1163534;Поступление зарплаты на счет;Покупка автомобиля;0;0.16;мужской;0;1;Высшее/Второе высшее/Ученая степень;менеджер среднего звена;>250;0;88;43;Другое;ООО;женат / замужем;3;2;1;1;1;0.0344827586;0;0;0;0;0;0;2;28;2;0;1;29;44;1;0;0;0;0;0;0
14;1163554;Поступление зарплаты на счет;Ремонт;0;0.43;мужской;1;0;высшее;менеджер среднего звена;>250;0;87;34;Торговля;ООО;разведен / разведена;0;0;0;0;0;0.0208333333;1;2;2;1;0.5;3;3;47;6;3;3;1;58;1;0;0;0;0;0;0
14;1163574;Форма банка (без печати работодателя);Ремонт;0;0.25;мужской;0;0;Высшее/Второе высшее/Ученая степень;менеджер высшего звена;>=100;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
14;1163594;Свободная форма с печатью работодателя;Ремонт;0;0.55;женский;1;0;высшее;вспомогательный персонал;>=150;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
14;1163614;Форма банка (без печати работодателя);Ремонт;0;0.38;мужской;1;0;высшее;менеджер высшего звена;< 50;0;49;34;Торговля;ООО;женат / замужем;1;1;1;0;0;0;1;0;0;0;0.3333333333;3;6;68;9;1;0;17;44;0;0;0;0;0;0;0
14;1163634;Свободная форма с печатью работодателя;Покупка автомобиля;1;0.59;мужской;0;0;Высшее/Второе высшее/Ученая степень;вспомогательный персонал;< 50;0;32;60;Другое;ООО;женат / замужем;0;0;0;0;0;0;1;0;0;0;0.3333333333;1;2;40;3;1;0;16;40;0;0;0;0;0;0;0
14;1163654;Форма банка (без печати работодателя);Ремонт;1;0.56;женский;0;0;Высшее/Второе высшее/Ученая степень;вспомогательный персонал;>250;0;153;47;Транспорт;;;;;;;;;;;;;;;;;;;;;;;;;;;;
14;1163674;Поступление зарплаты на счет;Покупка недвижимости/ строительство;0;0.45;женский;1;0;Высшее/Второе высшее/Ученая степень;менеджер среднего звена;>250;0;37;33;Торговля;ООО;женат / замужем;8;8;2;2;0;0.5;0;0;0;0;0.5;1;1;7;2;0;1;20;21;1;0;0;0;0;0;0
14;1163694;Поступление зарплаты на счет;Ремонт;1;0.25;женский;0;0;Высшее/Второе высшее/Ученая степень;специалист;>250;0;6;25;Торговля;Иная форма;женат / замужем;1;0;0;0;0;0;1;1;1;0;0.1111111111;1;8;40;9;0;0;2;40;0;0;0;0;0;0;0
14;1163714;Форма банка (без печати работодателя);Покупка автомобиля;0;0.34;мужской;0;0;Высшее/Второе высшее/Ученая степень;рабочий;>250;0;52;58;Торговля;ООО;женат / замужем;0;0;0;0;0;0;1;0;0;0;0.5;1;1;42;2;1;1;31;46;0;0;0;0;0;0;0
14;1163734;Форма банка (без печати работодателя);Ремонт;1;0.58;мужской;1;0;Высшее/Второе высшее/Ученая степень;менеджер высшего звена;>=50;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
14;1163754;2НДФЛ;Покупка недвижимости/ строительство;0;0.58;мужской;0;0;высшее;специалист;>250;0;73;32;Транспорт;;;;;;;;;;;;;;;;;;;;;;;;;;;;
14;1163774;2НДФЛ;Ремонт;0;0.32;женский;0;0;высшее;специалист;>250;3;37;28;Торговля;ЗАО;холост / не замужем;2;1;1;1;1;0.037037037;1;1;1;1;0.2857142857;2;5;78;7;1;0;1;77;1;1;0;0;0;0;0
14;1163794;Форма банка (без печати работодателя);Ремонт;0;0.37;мужской;0;0;высшее;менеджер среднего звена;>250;0;21;29;Другое;ООО;женат / замужем;0;0;0;0;0;0.0161290323;1;0;0;0;0.25;2;6;122;8;1;0;10;73;1;0;0;0;0;0;0
14;1163814;Свободная форма с печатью работодателя;Покупка недвижимости/ строительство;1;0.48;мужской;0;0;высшее;рабочий;>250;1;56;27;Транспорт;;;;;;;;;;;;;;;;;;;;;;;;;;;;
14;1163834;Поступление зарплаты на счет;Покупка автомобиля;0;0.55;женский;1;0;среднее-специальное;рабочий;>=50;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
14;1163854;2НДФЛ;Покупка мебели;0;0.48;мужской;0;0;высшее;менеджер среднего звена;>250;0;19;33;Финансы;;;;;;;;;;;;;;;;;;;;;;;;;;;;
14;1163874;2НДФЛ;Ремонт;1;0.32;женский;0;0;высшее;специалист;>250;0;12;28;Производство;;;;;;;;;;;;;;;;;;;;;;;;;;;;
14;1163894;Поступление зарплаты на счет;Ремонт;0;0.44;женский;0;0;высшее;специалист;>250;0;180;36;Производство;;;;;;;;;;;;;;;;;;;;;;;;;;;;
14;1163914;Форма банка (без печати работодателя);Покупка автомобиля;1;0.49;мужской;0;0;Высшее/Второе высшее/Ученая степень;менеджер по продажам;< 50;0;9;26;Торговля;ООО;холост / не замужем;2;1;0;0;0;0.0512820513;0;0;0;0;0.75;3;1;74;4;1;0;15;55;1;0;0;0;0;0;0
14;1163934;2НДФЛ;Покупка автомобиля;0;0.27;женский;1;0;высшее;менеджер среднего звена;>250;3;73;29;Сельское и лесное хозяйство;ООО;женат / замужем;1;1;1;1;1;;;;;;;;;;;;;;;;;;;;;
14;1163954;Поступление зарплаты на счет;Ремонт;1;0.58;мужской;0;0;высшее;вспомогательный персонал;>250;0;21;33;Торговля;ООО;женат / замужем;1;1;1;1;0;0;0;0;0;0;1;1;0;7;1;1;0;5;5;0;0;0;0;0;0;0
14;1163974;2НДФЛ;Покупка автомобиля;1;0.5;мужской;2;0;высшее;вспомогательный персонал;>250;0;79;46;Транспорт;;;;;;;;;;;;;;;;;;;;;;;;;;;;
14;1163994;Форма банка (без печати работодателя);Ремонт;1;0.26;женский;1;0;высшее;вспомогательный персонал;< 50;0;128;30;Государственная служба;;;;;;;;;;;;;;;;;;;;;;;;;;;;
14;1164014;Поступление зарплаты на счет;Ремонт;0;0.43;мужской;0;0;среднее-специальное;вспомогательный персонал;>250;0;8;53;Торговля;ООО;женат / замужем;0;0;0;0;0;0;1;1;0;0;0.1666666667;1;5;77;6;0;0;4;92;0;0;0;0;0;0;0
14;1164034;Форма банка (без печати работодателя);Ремонт;0;0.22;мужской;0;0;*n.a.*;рабочий;>250;0;57;28;Другое;ОАО;женат / замужем;0;0;0;0;0;0;0;0;0;0;0.3333333333;1;2;16;3;1;2;8;23;0;0;0;0;0;0;0
14;1164054;2НДФЛ;Покупка земли;0;0.57;мужской;2;0;среднее-специальное;вспомогательный персонал;>250;0;9;33;Торговля;ООО;женат / замужем;0;0;0;0;0;0;0;0;0;0;0.6666666667;2;1;34;3;1;0;10;65;0;0;0;0;0;0;0
14;1164074;2НДФЛ;Покупка недвижимости/ строительство;0;0.34;женский;2;0;среднее-специальное;рабочий;>250;3;213;37;Производство;;;;;;;;;;;;;;;;;;;;;;;;;;;;
14;1164094;2НДФЛ;Ремонт;1;0.59;мужской;0;0;высшее;торговый представитель;>=50;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
14;1164114;Поступление зарплаты на счет;Отпуск;0;0.09;мужской;2;0;высшее;специалист;>250;1;82;32;Торговля;ООО;женат / замужем;4;2;0;0;0;0.0263157895;1;2;2;1;0.375;3;5;37;8;2;1;1;59;1;0;0;0;0;0;0
14;1164134;2НДФЛ;Ремонт;0;0.47;мужской;1;0;среднее-специальное;рабочий;>250;1;28;29;Другое;ОАО;женат / замужем;0;0;0;0;0;0;1;0;0;0;0.5714285714;4;3;56;7;3;1;10;21;0;0;0;0;0;0;0
14;1164154;2НДФЛ;Ремонт;1;0.44;мужской;0;0;среднее;рабочий;< 50;3;73;54;Другое;ООО;женат / замужем;2;1;1;0;0;0.0344827586;1;0;0;0;0;0;5;28;5;0;0;11;60;1;0;0;0;0;0;0
14;1164174;Свободная форма с печатью работодателя;Ремонт;0;0.44;женский;0;0;высшее;вспомогательный персонал;>250;0;128;31;Наука;;;;;;;;;;;;;;;;;;;;;;;;;;;;
14;1164194;2НДФЛ;Покупка земли;1;0.45;женский;2;0;среднее-специальное;рабочий;>250;0;96;44;Производство;;;;;;;;;;;;;;;;;;;;;;;;;;;;
14;1164214;Форма банка (без печати работодателя);Ремонт;1;0.19;женский;1;0;Высшее/Второе высшее/Ученая степень;специалист;>=50;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
14;1164234;2НДФЛ;Покупка недвижимости/ строительство;1;0.59;мужской;1;0;высшее;специалист;>=200;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
14;1164254;Поступление зарплаты на счет;Ремонт;0;0.41;мужской;0;0;высшее;торговый представитель;>250;0;75;36;Производство;;;;;;;;;;;;;;;;;;;;;;;;;;;;
14;1164274;Поступление зарплаты на счет;Покупка автомобиля;0;0.41;женский;1;0;высшее;специалист;>=200;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
14;1164294;Свободная форма с печатью работодателя;Ремонт;0;0.36;мужской;0;0;высшее;менеджер среднего звена;>250;0;78;38;Торговля;ЗАО;холост / не замужем;4;3;3;2;2;0;0;2;1;0;0.6666666667;2;1;9;3;1;0;2;32;0;0;0;0;0;0;0
14;1164314;;Покупка недвижимости/ строительство;0;;мужской;1;0;Высшее/Второе высшее/Ученая степень;другое;;0;74;32;Финансы;;;;;;;;;;;;;;;;;;;;;;;;;;;;
14;1164334;2НДФЛ;Ремонт;0;0.46;мужской;1;0;второе высшее;менеджер среднего звена;>250;0;17;27;Производство;;;;;;;;;;;;;;;;;;;;;;;;;;;;
14;1164354;Поступление зарплаты на счет;Покупка автомобиля;1;0.59;женский;0;0;высшее;специалист;>250;0;22;30;Торговля;ООО;женат / замужем;5;3;3;2;2;0;0;2;0;0;0.2857142857;2;5;76;7;1;1;3;45;0;0;0;0;0;0;0
14;1164374;2НДФЛ;Покупка бытовой техники;1;0.52;мужской;3;0;высшее;менеджер среднего звена;>=150;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
14;1164394;2НДФЛ;Ремонт;1;0.29;женский;1;0;*n.a.*;специалист;< 50;3;39;36;Другое;ООО;женат / замужем;5;5;5;4;4;0;0;0;0;0;0.5;1;1;17;2;1;0;8;38;0;0;0;0;0;0;0
14;1164414;Форма банка (без печати работодателя);Лечение;1;0.37;мужской;0;0;высшее;специалист;>=50;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
14;1164434;Форма банка (без печати работодателя);Ремонт;1;0.43;мужской;0;0;Высшее/Второе высшее/Ученая степень;рабочий;>250;0;48;34;Транспорт;;;;;;;;;;;;;;;;;;;;;;;;;;;;
14;1164454;Свободная форма с печатью работодателя;Ремонт;1;0.53;женский;1;0;высшее;специалист;>=50;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
14;1164474;Форма банка (без печати работодателя);Ремонт;0;0.42;мужской;1;0;среднее-специальное;вспомогательный персонал;>100;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
14;1164494;Поступление зарплаты на счет;Ремонт;0;0.32;женский;0;0;высшее;специалист;>250;0;21;26;Торговля;ООО;холост / не замужем;0;0;0;0;0;0;0;0;0;0;0.3333333333;1;2;30;3;0;0;7;61;0;0;0;0;0;0;0
14;1164514;2НДФЛ;Покупка автомобиля;0;0.27;женский;0;0;высшее;специалист;>=50;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
14;1164534;2НДФЛ;Ремонт;1;0.11;женский;0;0;высшее;вспомогательный персонал;>250;3;247;40;Транспорт;;;;;;;;;;;;;;;;;;;;;;;;;;;;
14;1164554;Форма банка (без печати работодателя);Ремонт;0;0.54;женский;0;0;Высшее/Второе высшее/Ученая степень;менеджер по продажам;< 50;0;82;49;Торговля;Индивидуальный предприниматель;женат / замужем;1;0;0;0;0;0.0102040816;1;1;0;0;0.1764705882;3;14;291;17;2;1;3;103;1;0;0;0;0;0;0
14;1164574;Поступление зарплаты на счет;Ремонт;1;0.59;мужской;0;0;высшее;рабочий;>250;1;66;27;Производство;;;;;;;;;;;;;;;;;;;;;;;;;;;;
14;1164594;2НДФЛ;Покупка автомобиля;0;0.33;мужской;0;0;среднее-специальное;специалист;>250;0;62;34;Другое;ООО;холост / не замужем;0;0;0;0;0;0.0697674419;1;0;0;0;0.4;2;3;80;5;1;0;10;72;1;0;0;0;0;0;0
14;1164614;Поступление зарплаты на счет;Ремонт;0;0.48;женский;0;0;высшее;менеджер среднего звена;>250;0;14;33;Торговля;ОАО;женат / замужем;3;1;1;1;1;0.0465116279;1;0;0;0;0.1;1;9;246;10;0;0;20;97;1;0;0;0;0;0;0
14;1164634;Поступление зарплаты на счет;Ремонт;1;0.57;мужской;0;0;среднее;специалист;>250;0;71;24;Другое;Иная форма;холост / не замужем;2;1;1;0;0;0.0740740741;0;0;0;0;0.75;3;1;50;4;2;0;11;34;1;0;0;0;0;0;0
14;1164654;2НДФЛ;Ремонт;1;0.38;мужской;0;0;высшее;менеджер среднего звена;>250;1;17;29;Другое;ОАО;холост / не замужем;6;5;5;2;2;0.023255814;0;2;0;0;0.5;4;4;84;8;3;1;4;39;1;0;0;0;0;0;0
14;1164674;Поступление зарплаты на счет;Покупка автомобиля;0;0.3;женский;1;0;высшее;менеджер среднего звена;>=50;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
14;1164694;Форма банка (без печати работодателя);Покупка земли;1;0.31;мужской;1;0;высшее;менеджер высшего звена;< 50;0;156;39;Другое;ООО;женат / замужем;0;0;0;0;0;0.0909090909;0;0;0;0;0.5;1;1;20;2;1;0;13;14;1;0;0;0;0;0;0
14;1164714;Поступление зарплаты на счет;Ремонт;0;0.53;мужской;3;0;высшее;менеджер среднего звена;>100;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
14;1164734;Свободная форма с печатью работодателя;Ремонт;1;0.55;женский;1;0;второе высшее;менеджер среднего звена;>=150;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
14;1164754;2НДФЛ;Покупка автомобиля;0;0.14;женский;1;0;высшее;менеджер среднего звена;>250;0;80;41;Наука;;;;;;;;;;;;;;;;;;;;;;;;;;;;
14;1164774;Форма банка (без печати работодателя);Покупка недвижимости/ строительство;1;0.49;мужской;0;0;высшее;рабочий;>250;0;25;51;Строительство;;;;;;;;;;;;;;;;;;;;;;;;;;;;
14;1164794;Поступление зарплаты на счет;Покупка автомобиля;1;0.48;мужской;0;0;Высшее/Второе высшее/Ученая степень;вспомогательный персонал;>250;0;50;38;Торговля;ООО;женат / замужем;0;0;0;0;0;0;0;0;0;0;0;0;1;7;1;0;1;36;36;0;0;0;0;0;0;0
14;1164814;2НДФЛ;Покупка автомобиля;1;0.49;мужской;0;0;среднее-специальное;специалист;< 50;3;43;47;Другое;ООО;женат / замужем;1;1;1;0;0;0;0;0;0;0;1;1;0;17;1;1;0;17;17;0;0;0;0;0;0;0
14;1164834;2НДФЛ;Ремонт;1;0.59;женский;1;0;высшее;специалист;>250;0;29;40;Торговля;ЗАО;женат / замужем;1;1;0;0;0;0;0;0;0;0;0.3333333333;1;2;26;3;1;0;10;96;0;0;0;0;0;0;0
14;1164854;2НДФЛ;Покупка автомобиля;0;0.39;женский;1;0;высшее;специалист;>250;0;15;32;Финансы;;;;;;;;;;;;;;;;;;;;;;;;;;;;
14;1164874;Поступление зарплаты на счет;Покупка недвижимости/ строительство;0;0.56;мужской;0;0;высшее;специалист;>=150;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
14;1164894;Форма банка (без печати работодателя);Ремонт;0;0.47;женский;0;0;Высшее/Второе высшее/Ученая степень;менеджер высшего звена;< 50;0;74;52;Торговля;ООО;женат / замужем;0;0;0;0;0;0;0;0;0;0;0.5;2;2;21;4;0;2;12;14;0;0;0;0;0;0;0
14;1164914;Свободная форма с печатью работодателя;Покупка недвижимости/ строительство;0;0.35;мужской;0;0;высшее;менеджер высшего звена;< 50;0;10;44;Торговля;ООО;холост / не замужем;0;0;0;0;0;0.0175438596;1;0;0;0;0.2941176471;6;11;504;17;2;1;16;91;1;0;0;0;0;0;0
14;1164934;Поступление зарплаты на счет;Покупка недвижимости/ строительство;1;0.29;женский;0;0;высшее;менеджер среднего звена;>=200;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
14;1164954;2НДФЛ;Покупка автомобиля;0;0.45;женский;0;0;высшее;специалист;>250;0;15;25;Другое;ООО;холост / не замужем;2;1;1;1;0;0;0;1;1;1;0.5;1;1;9;2;1;1;1;11;0;0;0;0;0;0;0
14;1164974;Форма банка (без печати работодателя);Ремонт;1;0.36;женский;2;0;Высшее/Второе высшее/Ученая степень;специалист;>=100;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
14;1164994;Свободная форма с печатью работодателя;Покупка недвижимости/ строительство;0;0.48;женский;1;0;второе высшее;специалист;< 50;0;52;30;Другое;ООО;женат / замужем;2;2;1;0;0;0;1;0;0;0;0.25;1;3;100;4;0;1;17;84;0;0;0;0;0;0;0
14;1165014;Поступление зарплаты на счет;Покупка бытовой техники;0;0.48;женский;2;0;Высшее/Второе высшее/Ученая степень;торговый представитель;< 50;0;34;31;Торговля;ООО;женат / замужем;1;0;0;0;0;0.170212766;0;0;0;0;0.6;3;2;78;5;2;2;10;31;1;0;0;0;0;0;0
14;1165034;Форма банка (без печати работодателя);Ремонт;0;0.12;мужской;1;0;высшее;специалист;>250;0;24;25;Другое;ЗАО;женат / замужем;0;0;0;0;0;0;0;1;0;0;0.3;3;7;128;10;1;2;3;52;0;0;0;0;0;0;0
14;1165054;2НДФЛ;Покупка недвижимости/ строительство;1;0.59;женский;0;0;высшее;вспомогательный персонал;>250;0;139;33;Наука;;;;;;;;;;;;;;;;;;;;;;;;;;;;
14;1165074;Форма банка (без печати работодателя);Покупка автомобиля;0;0.47;мужской;0;0;высшее;вспомогательный персонал;< 50;0;20;37;Торговля;ООО;женат / замужем;4;3;3;1;1;0.1384615385;0;1;0;0;0.5;3;3;56;6;2;0;5;70;1;0;0;0;0;0;0
14;1165094;2НДФЛ;Покупка автомобиля;1;0.59;мужской;1;0;среднее-специальное;вспомогательный персонал;>250;1;167;35;Другое;Иная форма;женат / замужем;1;1;1;0;0;0.0095238095;1;0;0;0;0.5;3;3;104;6;2;2;20;89;1;0;0;0;0;0;0
14;1165114;Свободная форма с печатью работодателя;Покупка автомобиля;1;0.36;мужской;0;0;незаконченное высшее;рабочий;>=200;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
14;1165134;2НДФЛ;Лечение;0;0.37;женский;0;0;высшее;специалист;>250;0;26;25;Финансы;;;;;;;;;;;;;;;;;;;;;;;;;;;;
14;1165154;Поступление зарплаты на счет;Покупка автомобиля;0;0.17;мужской;1;0;высшее;специалист;>250;0;96;35;Информационные технологии;ЗАО;разведен / разведена;1;1;1;1;1;0.0238095238;1;1;1;0;0.3333333333;2;4;123;6;2;0;2;78;1;0;0;0;0;0;0
14;1165174;Форма банка (без печати работодателя);Ремонт;1;0.38;женский;0;0;Высшее/Второе высшее/Ученая степень;специалист;< 50;0;84;47;Торговля;ООО;холост / не замужем;2;1;0;0;0;0;0;1;1;0;0.2;1;4;25;5;0;3;2;26;0;0;0;0;0;0;0
